wav_path,transcript,duration
common_voice_hy-AM_39986797.wav,բոլոր լեզուներում չէ որ կան անձնական դերանուններ,4.32
common_voice_hy-AM_39986798.wav,ամրոցի շնորհիվ բնակավայրը դարձավ քաղաք,4.248
common_voice_hy-AM_39986799.wav,ի սկզբանե համարվում էր եվրախորհրդի դրոշը,4.248
common_voice_hy-AM_39986878.wav,երիտասարդի մարմնի ստորին մասը թույլ շիկակարմրավուն խայտերով է,5.976
common_voice_hy-AM_39986879.wav,մշտական առավոտյան գլխացավերը կարող են լինել գիշերային հիպօքսիայի դրսորում,6.12
common_voice_hy-AM_39986881.wav,մինչ այդ նման բան հաջողվել էր ընդամենը ութ սինգլի,5.22
common_voice_hy-AM_39990172.wav,ներկայումս այն համարվում է վտանգված տեսակ,4.068
common_voice_hy-AM_39990173.wav,հույս ունիմ ինձ հասկանում ես,3.096
common_voice_hy-AM_39990174.wav,այս տեսակի ձկների ընտանիքը հայտնի է որպես թռչող ձուկ,5.148
common_voice_hy-AM_39990192.wav,այդպիսով քչերն են տեսել այս լեգենդար պոկեմոնին,4.248
common_voice_hy-AM_39990193.wav,դա հիմնականում կապված էր թողարկվող ավտոմեքենաների ոչ բարձր որակի հետ,5.796
common_voice_hy-AM_39990196.wav,նրա անվան ստուգաբանությունը վիճարկվում է,3.636
common_voice_hy-AM_39990205.wav,մասլովան չի դիմադրում որի արդյունքում նրան դուրս են հանում,4.788
common_voice_hy-AM_39990226.wav,շուտով նա կրկին ամուսնանում է սակայն երեք տարի անց ամուսնալուծվում,5.328
common_voice_hy-AM_39990228.wav,մեջքային լողակը մեկն է,3.096
common_voice_hy-AM_39990229.wav,գնդիկները կարելի է թաթախել պաքսիմատի մեջ տապակել,4.896
common_voice_hy-AM_39990230.wav,ամուսնացել է ֆրանսիացի դաշնակահարուհու հետ,3.888
common_voice_hy-AM_39990242.wav,տիրապետել է գերմաներենի պարսկերենի անգլերենի հայերենի իտալերենի,5.94
common_voice_hy-AM_39990245.wav,էմման դուրս վազեց,2.7
common_voice_hy-AM_39990257.wav,ակումբի հիմնական գույներն են սը կանաչը սպիտակը,4.896
common_voice_hy-AM_39990276.wav,արտաքինից նման է մեծ թութակի,3.528
common_voice_hy-AM_39990277.wav,անգործունակ անձի կազմած կտակը անվավեր է,4.428
common_voice_hy-AM_39990278.wav,կլիման տարածքում կիսաանապատային,3.816
common_voice_hy-AM_39990286.wav,հովարդ ամրոցն ունի ընդարձակ բազմազան այգիներ,4.428
common_voice_hy-AM_39990288.wav,նրա ստեղծագործությունները թարգմանվել են աշխարհի մի շարք լեզուներով,5.22
common_voice_hy-AM_39990289.wav,յուղաներկով նկարված կտավ է,3.168
common_voice_hy-AM_39990293.wav,նրա անդամներն աշխատում են հասարակական հիմունքներով,4.356
common_voice_hy-AM_39990300.wav,համակենտրոնացման ճամբարում հինգ կին էր մահացել,4.176
common_voice_hy-AM_39990302.wav,վահանը բաց արեց դուռը կանգ առավ ակամա,4.14
common_voice_hy-AM_39990323.wav,նույն երույթը նկատվում է նա գրելիս,3.636
common_voice_hy-AM_39990326.wav,իրեն լավ դրսորելով նրան սկսեցին հետել նա առաջին թիմի մարզիչները,6.48
common_voice_hy-AM_39990337.wav,ստեղծվել են աստիճաններ դիտահարթակներ տուրիստների համար,4.896
common_voice_hy-AM_39990340.wav,ձեռքով բռնել է ծածկոցը որով ծածկվել է,3.96
common_voice_hy-AM_39990341.wav,սանին սկսել է պարել մանուկ հասակից,3.888
common_voice_hy-AM_39990366.wav,տողանքի կլիման արադարձային է,3.276
common_voice_hy-AM_39990379.wav,առաջին մասում կոմպոզիտորը օգտագործում է երկու հիմնական թեմա,5.22
common_voice_hy-AM_39990380.wav,վերջինները տալիս են գործնական գիտելիքներ հմտություններ տարբեր ոլորտներում աշխատելու համար,6.84
common_voice_hy-AM_39990406.wav,նա թռչում էր այգով,2.7
common_voice_hy-AM_39990414.wav,գյուղացիները հիմնականում զբաղվում են անասնապահությամբ հողագործությամբ,5.58
common_voice_hy-AM_39990431.wav,վերջինս տանձ է կեղահանում,3.42
common_voice_hy-AM_39990432.wav,եվրամայդանի ակտիվ մասնակիցներից մեկը,3.996
common_voice_hy-AM_39990433.wav,կոմպիլյացիայում կան երեք երգեր,3.42
common_voice_hy-AM_39990435.wav,ցավոք գրողին վիճակված չէր ընտանեկան երջանկություն,4.608
common_voice_hy-AM_39990681.wav,լենինի մահից հետո նրա պաշտոնի գլխավոր հավակնորդներից մեկն էր,5.256
common_voice_hy-AM_39990683.wav,կադրում արտիստների սիրային պատմությունն է,4.176
common_voice_hy-AM_39990688.wav,տելաոն չնայած իր փոքր չափերի ունի հարուստ մշակութային կյանք,5.256
common_voice_hy-AM_39990689.wav,ինքնաթիռում գտնվող բոլոր անձինք զոհվել են,4.068
common_voice_hy-AM_39990691.wav,նա ոչ ամաչում էր ոչ վախենում այլ մի տեսակ խառն անորոշ դրության մեջ էր,7.02
common_voice_hy-AM_39990692.wav,ամերիկյան արարողակարգը փոխառվել է աշխարհի տարբեր երկրների կողմից,5.436
common_voice_hy-AM_39990694.wav,վերջինս սկսում է մտածել իր հոգեկան վիճակի մասին,4.32
common_voice_hy-AM_39990695.wav,ջրի աղիությունը զգալիորեն փոխվում է կախված դրա մակարդակից,5.256
common_voice_hy-AM_39990696.wav,սովորել է նույն ինստիտուտի ասպիրանտուրայում,3.888
common_voice_hy-AM_39990697.wav,նա սովորություն ուներ քնելուց առաջ ֆիլմեր դիտել,4.248
common_voice_hy-AM_39990698.wav,պարզ էր որ պատրաստությունները չէին համապատասխանում կռվում մասնակցությանը,5.508
common_voice_hy-AM_39990703.wav,իրանում խոջաներ էին կոչվում հարուստ վաճառականները,4.248
common_voice_hy-AM_39990704.wav,սկզբնական կրթությունը հիմնականում ստացել է տանը,4.068
common_voice_hy-AM_39990707.wav,միջին դարերի վերջնամուտին արդեն գավիթների կառուցումը դադաարեցրին,5.94
common_voice_hy-AM_39990708.wav,ես ուզում էի որ մեկ էլ կանչեր թեկուզ մի թեթ ակնարկ աներ,5.328
common_voice_hy-AM_39990709.wav,համահեղինակ է ուսումնական ձեռնարկների,3.636
common_voice_hy-AM_39990712.wav,ինչպես է հավանում ես ծրագիրս,3.24
common_voice_hy-AM_39990713.wav,ոչ բոլոր խաղատներն են օգտագործվում խաղերի համար,4.356
common_voice_hy-AM_39990714.wav,մի քանի սպանությունների գործով ներգրավվել են որպես մեղադրանք,4.896
common_voice_hy-AM_39990716.wav,նա վախճանվել է ամուրի,2.7
common_voice_hy-AM_39990719.wav,իր խնդրած օգնությունը ստացավ ուրիշ ինչ էր կամենում,4.68
common_voice_hy-AM_39990722.wav,երկնքից երեք մետր վեր ֆիլմի շարունակությունն է,4.608
common_voice_hy-AM_39990724.wav,գյուղը ջրառատ էր հարուստ էր բերրի հողերով,4.176
common_voice_hy-AM_39990725.wav,ինչքան կարոտել էի տեր աստված ինչքան կարոտել ասում էր նա,5.04
common_voice_hy-AM_39990726.wav,տրվում է մրցումների հաղթողին որը կոչվում է գավաթակիր,4.536
common_voice_hy-AM_39990728.wav,աշխարհի առաջնությունների կազմակերպման ու անցկացման նախաձեռնողներից մեկն է,5.688
common_voice_hy-AM_39990729.wav,ծծումբը մարդուն հայտնի է վաղնջական ժամանակներից,4.5
common_voice_hy-AM_39990731.wav,այս գվարդիայի հիմնական պարտականությունը արքունիքի անվտանգության ապահովումն էր,5.976
common_voice_hy-AM_39990733.wav,որոշ խնդիրների համար կան բազմաթիվ հավանական այլընտրանքներ,4.968
common_voice_hy-AM_39990734.wav,նա բարձր է գնահատել օտար մանկավարժների փորձը առաջադիմական գաղափարները,6.408
common_voice_hy-AM_39990735.wav,գյուղում պահպանվել են մեգալիթյան շրջանի ամրոցի ավերակներ,4.716
common_voice_hy-AM_39990739.wav,փամփուշտի գնդակի պատյանը ավելի փափուկ է քան արկի պատյանը,5.04
common_voice_hy-AM_39990740.wav,գույնը սպիտակ գորշ կարմիր ս,3.96
common_voice_hy-AM_39990742.wav,լեռնային գետերում հանդիպում է գետային կարմրախայտ,4.14
common_voice_hy-AM_39990744.wav,այս խորանը հաճախ կոչվում էր խորան վկայության կամ խորան ժողովքի,5.796
common_voice_hy-AM_39990747.wav,սակայն նրա իշխանավարությունը երկար չի տում,3.888
common_voice_hy-AM_39990749.wav,զույգն ունի երկու դուստր,2.88
common_voice_hy-AM_39990750.wav,տունը կիրակի օրերին ծառայել է որպես քարոզներ կատարելու լսարան,5.328
common_voice_hy-AM_39990752.wav,վիրավորվել է կոնտուզիայի ենթարկվել,3.6
common_voice_hy-AM_39990755.wav,ջեքին ով տուն էր գնում հեծանիվի վրա հարվածում է ավտոբուսը,4.968
common_voice_hy-AM_39990760.wav,չուվաշիայի մշակույթի վաստակավոր գործիչ,3.708
common_voice_hy-AM_39990762.wav,գոյություն ունի խնդրի շատ տարբերակներ,3.636
common_voice_hy-AM_39990777.wav,պիեռյուի կլիման միջերկրածովային է,3.636
common_voice_hy-AM_39990801.wav,առողջարանը բաց է ամբողջ տարին,3.528
common_voice_hy-AM_39990803.wav,օգի մայրը որդու համար կանխագուշակել էր գրողի ապագա,4.536
common_voice_hy-AM_39990804.wav,նա իբր թե միամտաբար հրում է իռլանդացուն նա պատասխանեց նույն կերպ,5.796
common_voice_hy-AM_39990810.wav,շնորհիվ իր երաժշտական արժանիքների օպերան այսօր էլ հաճախ բեմադրվում է,5.616
common_voice_hy-AM_39990812.wav,վեպը մեծ հաջողություն էր վայելում,3.24
common_voice_hy-AM_39990813.wav,առաջին հարկի ավանդատների դռները բացվում են բեմի վրա,5.04
common_voice_hy-AM_39990825.wav,միջին գերմանական ջրանցքով կապված է էլբա էմս գետերի հետ,5.868
common_voice_hy-AM_39990826.wav,հիշում ես որ դու քո ուսանող ժամանակը միշտ ասում էիր ինձ,5.04
common_voice_hy-AM_39990829.wav,զանգվածային գերեզմանի հակառակ բլրի վրա թաղված են պատերազմում զոհվածների մնացորդները,7.02
common_voice_hy-AM_39990836.wav,ձմռանը սառը արկտիկական օդը հաճախ գալիս է հյուսիսից,4.788
common_voice_hy-AM_39990838.wav,ըստ կիրառման ոլորտի վառարանները լինում են արդյունաբերական կենցաղային,5.688
common_voice_hy-AM_39990854.wav,ահա թե ինչու էին նրանք կոչվում շեյքերներ թափահարողներ,5.4
common_voice_hy-AM_39990859.wav,երույթը դարձավ էլ ավելի նկատելի երբ որպես կատալիզատոր օգտագործվեց ֆերրոին,6.3
common_voice_hy-AM_39990860.wav,ֆրանսիան ապրում է երկրի կանանց ֆուտբոլի պատմության ամենահաջողակ դարերից մեկը,6.12
common_voice_hy-AM_39990862.wav,առեւանգիչները կը համաձայնին,3.42
common_voice_hy-AM_39990888.wav,չերկասիի մարզի վարչական կենտրոնն է,4.176
common_voice_hy-AM_39990889.wav,գյուտարարական իրավունքը սահմանում է նա գյուտի օգտագործման կարգը,5.22
common_voice_hy-AM_39990890.wav,նրանք իրենց չէին կարող հարսանեկան ճոխություն թույլ տալ,4.32
common_voice_hy-AM_39990892.wav,թռչունի կրծքավանդակին կան երկու ս շերտեր,4.14
common_voice_hy-AM_39990893.wav,զանգը հազվադեպ է հնչում այլ կարոր առիթներով,4.356
common_voice_hy-AM_39990896.wav,չես ուզում մաքուր ու լավ հագնվել որ փող ծախսած չլինես,4.788
common_voice_hy-AM_39990897.wav,զբաղվել է նա երաժշտությամբ նվագել է կլառնետ ու սաքսոֆոն,5.4
common_voice_hy-AM_39990898.wav,քաղաքի անունը առաջացել է մոտակայքում գտնվող գետի անունից,4.896
common_voice_hy-AM_39990899.wav,դա օգտակար է փոխանցումից հետո ամբողջ հոսքի ստուգման համար,4.536
common_voice_hy-AM_39990900.wav,գործահոսքերը կարող են դիտարկվել որպես կազմակերպությունների պարզունակ շինարարական բլոկներ,6.696
common_voice_hy-AM_39990907.wav,դեպի արելք աստիճանաբար ցածրանում ու նեղանում է,4.536
common_voice_hy-AM_39990910.wav,գլեբովը շատ է սիրել երեխաներին այդ սերը փոխադարձ է եղել,5.256
common_voice_hy-AM_39990911.wav,պահպանվել են եկեղեցական որմնանկարչության շատ նմուշներ,4.716
common_voice_hy-AM_39990912.wav,մենք չենք կարող ենթադրել դա իրական վկայություն է թե ներկայացում,4.896
common_voice_hy-AM_39990913.wav,պտուղները գնդաձ են մուգ կապույտ,3.42
common_voice_hy-AM_39990916.wav,դրանց կիրառումը կապված չէ որէ հատուկ տեսության հետ,4.536
common_voice_hy-AM_39990929.wav,սակայն այս լեգենդը հավաստող որէ գրառում չկա,4.356
common_voice_hy-AM_39990931.wav,կափարիչները փակ են,2.88
common_voice_hy-AM_39990951.wav,հաջորդ շաբաթ ալբոմն զբաղեցրել է երկրորդ հորիզոնականը,5.256
common_voice_hy-AM_39990954.wav,եղել է ընտանիքի կրտսեր զավակը,3.24
common_voice_hy-AM_39990962.wav,բակից տեսա գյուղը գիշերվա մեր ճանապարհը,3.816
common_voice_hy-AM_39990963.wav,թալանվում են այնտեղ եղած արժեքավոր պատմական իրերը,4.32
common_voice_hy-AM_39990965.wav,սակայն հիվանդությունը հասնում է նա նրան,3.96
common_voice_hy-AM_39990966.wav,տեսնում եմ որ դուք լոկ հետաքրքրության համար չէ որ հետաքրքրվում եք,5.328
common_voice_hy-AM_39990975.wav,համանուն երգը դարձավ միջազգային հիթ,3.816
common_voice_hy-AM_39990987.wav,հեռուստաալիքը լիովին նվիրված է թենիսին,4.068
common_voice_hy-AM_39990993.wav,դժգոհ կը մնայ,2.556
common_voice_hy-AM_39990994.wav,հայերեն է թարգմանել բազմաթիվ մանկական ստեղծագործություններ,4.86
common_voice_hy-AM_39991003.wav,տիրապետում է հայերենին անգլերենին ռուսերենին,4.32
common_voice_hy-AM_39991013.wav,պարոն շահյան խնդրեմ,2.808
common_voice_hy-AM_39991017.wav,հազվադեպ են հանդիպում եզակի առանձնյակներ,3.96
common_voice_hy-AM_39991025.wav,ռոմանական քանդակը բացեց իրականության նոր կողմերը մարդկանց այլանդակ եւ հրեշային նկարագիրը,7.488
common_voice_hy-AM_39991026.wav,դերասանական ունակությունները նրան են փոխանցվել նրա դրամատուրգ մորից,5.508
common_voice_hy-AM_39991029.wav,բանասէր բանաստեղծ լրագրող,3.42
common_voice_hy-AM_39991030.wav,մանգայում ներկայացված են հիմնական շարքերի հերոսների չիբի տարբերակները,5.868
common_voice_hy-AM_39991031.wav,վեպը կազմված է երեսուներեք գլխից,3.636
common_voice_hy-AM_39991037.wav,գյուղատնտեսական հողահանդակները ոռոգվում են մասամբ,4.608
common_voice_hy-AM_39991050.wav,հիմա ասեք մեկ երկու երեք մեկ երկու երեք,4.788
common_voice_hy-AM_39991051.wav,նույն թվականից մասնակցում է լենինգրադցի նկարիչների ցուցահանդեսների,5.868
common_voice_hy-AM_39991068.wav,եղել է զինվորի որդի երիտասարդության տարիներին աշխատել է սրբանկարիչ,5.76
common_voice_hy-AM_39991069.wav,բնակարանում գտել են մահվանից առաջ գրված երկտողը,4.536
common_voice_hy-AM_39991104.wav,ժողովուրդը աղքատ է,2.7
common_voice_hy-AM_39991108.wav,բացի այդ ռեփերը սկսում է ակտիվ համերգային գործունեությունը,5.076
common_voice_hy-AM_39991121.wav,սովորաբար այն առաջանում է բակտերիալ վարակի պատճառով,4.716
common_voice_hy-AM_39991122.wav,ինչ վնաս որ գինի շատ է սիրում,3.42
common_voice_hy-AM_39991125.wav,նորմալ աշխատանքի ժամանակ այն շատ մեծ դեր ունի իմունային համակարգում,5.4
common_voice_hy-AM_39991126.wav,մատուցողը տիրուհու ցուցումներով բացում է հատակի մտոցը մտնում ներս,5.688
common_voice_hy-AM_39991138.wav,նա ուսուցիչ է պրոֆեսոր,3.24
common_voice_hy-AM_39991139.wav,սկսվում է մարտ,2.376
common_voice_hy-AM_39991140.wav,կիդրան ունի բազմաթիվ աֆորիզմներ,3.528
common_voice_hy-AM_39991147.wav,ծաղիկները ժանգադեղնավուն են զանգակաձ,4.068
common_voice_hy-AM_39991159.wav,էլլիսի հայրը եղել է նավապետ,3.42
common_voice_hy-AM_39991166.wav,ադրբեջանի օրհներգի խոսքերի հեղինակն է,4.176
common_voice_hy-AM_39991191.wav,հաճախ խաղադաշտ դուրս գալը իր դերն ունեցավ խաղաոճի փոփոխման մեջ,5.256
common_voice_hy-AM_39991192.wav,իրավ որ անբախտ մայրս այնուհետ բերանը չի բացե այդ մասին,5.076
common_voice_hy-AM_39991193.wav,կայսրից դժգոհ տարրերը պարթական արշավանքի ժամանակ դավադրաբար սպանեցին նրան,6.408
common_voice_hy-AM_39991194.wav,նա նա չի հեռանում չինական գոթական մոտիվներից,4.86
common_voice_hy-AM_39991205.wav,պլազմայի դեպքում փոփոխելի են ծավալը ձը,4.536
common_voice_hy-AM_39991209.wav,ստանդարտ սարքավորումներով կարելի է կառավարել բարձրության լայնակը,5.4
common_voice_hy-AM_39991210.wav,աբքարի իշխանությունը զգալիորեն ազդել է հնդկական պատմության ընթացքի վրա,5.94
common_voice_hy-AM_39991211.wav,նա հինգ երեխաներից երրորդ զավակն էր,3.78
common_voice_hy-AM_39991213.wav,հատուկ է կենդանիներին մարդկանց,3.456
common_voice_hy-AM_39991236.wav,ծովափի ավազը հարթ է որը պատկերված է նարնջագույնի տարբեր գուներանգներով,6.3
common_voice_hy-AM_39991237.wav,ամրոցի հյուսիսային ու հարավային բլրախմբերը գերիշխում են շրջապատի վրա,5.4
common_voice_hy-AM_39991240.wav,տուրուբերան աշխարհը հայ ժողովրդի ձավորման կարորագույն կենտրոններից մեկն է,6.048
common_voice_hy-AM_39991244.wav,տիրապետում է ֆրանսերենի անգլերենի իտալերենի,4.356
common_voice_hy-AM_39991245.wav,նա եղել է հավաքականի գլխավոր դարպասապահը,4.356
common_voice_hy-AM_39991246.wav,առանձին բաժիններ են հատկացված անասնապահական գյուղատնտեսական իրերի ցուցադրությանը,6.48
common_voice_hy-AM_39991248.wav,օղակների ներսում մորթին ավելի մուգ է քան օղակներից դուրս,5.04
common_voice_hy-AM_39991249.wav,աղետից փրկվածները տարագրվեցին օտար երկրներ,4.608
common_voice_hy-AM_39991252.wav,երկրորդ հրատարակության ժամանակ ավելացվել է նա հեղինակային նախաբան,5.616
common_voice_hy-AM_39991258.wav,կլիման բարեխառն է ամռանը մերձարադարձային,4.5
common_voice_hy-AM_39991259.wav,յոթօրյա զինված մարտերից հետո այն ճնշվեց մեծ դաժանությամբ,5.328
common_voice_hy-AM_39991263.wav,նա հավատում էր որ ստացված արդյունքերը կկիրառվեն նա մարդկանց համար,5.616
common_voice_hy-AM_39991264.wav,սառույցի կրակի երգ շարքը նրան բերեց համաշխարհային հանբավի,5.4
common_voice_hy-AM_39991266.wav,մեկն ասում էր քար է,2.88
common_voice_hy-AM_39991267.wav,բելգիայում ֆրանսերենով ստեղծագործող գրողների միության անդամ է,5.256
common_voice_hy-AM_39991270.wav,կողային աչքը հավասար է մեկ բջջի երկարությանը,4.68
common_voice_hy-AM_39991271.wav,բաց անկյուն գլաուկոման զարգանում է աստիճանաբար ժամանակի ընթացքում անցավ է,6.228
common_voice_hy-AM_39991272.wav,ցողունը ուղիղ է ցրված մազիկներով ծածկված,4.716
common_voice_hy-AM_39991273.wav,շենքի կառուցման համար երկու տարի է պահանջվել,4.068
common_voice_hy-AM_39991275.wav,նույն օրը ալբոմից մանրամասներ բացահայտվեց ներառյալ երգացանկը,5.436
common_voice_hy-AM_39991278.wav,ես մարդ եմ քար չեմ,2.808
common_voice_hy-AM_39991279.wav,այնտեղ է գտնվում նա երկաթուղային հիմնական հանգույցը,4.86
common_voice_hy-AM_39991286.wav,նրա կյանքը դարձել է մի քանի վավերագրական ֆիլմերի կենսագրությունների առարկա,6.156
common_voice_hy-AM_39991287.wav,այս նոր բարդ մոդելներն ունեին բարձր հեղինակություն,4.356
common_voice_hy-AM_39991288.wav,կառուցել են հույն վարպետները գյուղի հայ վարպետների հետ միասին,5.148
common_voice_hy-AM_39991303.wav,նրանց շնորհավորելու է գալիս ճնճղուկը,3.636
common_voice_hy-AM_39991304.wav,նրա ստեղծագործությունը շատ առումներով մոտ է ռոմանտիզմի ավանդույթներին,5.688
common_voice_hy-AM_39991308.wav,ունի համալսարան խոշոր գրադարան,3.636
common_voice_hy-AM_39991309.wav,հետյալ երեք ցուցանիշները օգտագործվում են,3.96
common_voice_hy-AM_39991312.wav,թատրոնն այժմ էլ գտնվում է այդ շենքում,3.888
common_voice_hy-AM_39991314.wav,մյուս երկու պատերը սվաղված են եղել ամբողջ բարձրությամբ,4.896
common_voice_hy-AM_39991317.wav,կլիման լեռնամիջերկրածովային է ամառը չոր ձմեռը անձրոտ,5.796
common_voice_hy-AM_39991319.wav,աստվածուհու գանգուր մազերը հավաքված են ծոծրակին,4.788
common_voice_hy-AM_39991323.wav,այս իմ առաջին այցելությունն է որ երի վերջինը կլինի,4.716
common_voice_hy-AM_39991324.wav,կայարանում է գտնվում համանուն մետրոպոլիտենի կայարանը,4.788
common_voice_hy-AM_39991325.wav,ծառայությունները լինում են վճարովի անվճար,4.14
common_voice_hy-AM_39991326.wav,կազմված է նեոգենի հրաբխածին ապարներից,4.176
common_voice_hy-AM_39991327.wav,չափը նույնպես կարող է լինել առաձգական բացելու հնարավորության,5.148
common_voice_hy-AM_39991329.wav,պատանին օժտված է եղել բարիտոնով սովորել է երգեցողություն,5.148
common_voice_hy-AM_39991330.wav,դեղագործական կրթութիւն ստացած է եւ աշխատած որպէս դեղագործ,5.616
common_voice_hy-AM_39991331.wav,կիրիլինը շուտով գերի է ընկել կարմիրների մոտ գնդակահարվել,5.076
common_voice_hy-AM_39991335.wav,այն իրենից ներկայացնում է քառասյուն միագմբեթ եռաելուստ աղյուսից պատրաստված եկեղեցի,7.128
common_voice_hy-AM_39991336.wav,դրանք փորձ են անում տապալել առկա թագավորությունները,4.5
common_voice_hy-AM_39991337.wav,քրիսթենն ունի մեկ դուստր թոռնուհի,3.816
common_voice_hy-AM_39991338.wav,կառուցման ժամանակ օգտագործվել են սելջուկյան օսմանյան ճարտարապետական մոտիվներ,6.84
common_voice_hy-AM_39991339.wav,ի տարբերություն նախկին ձայնագրություններին այս ալբոմում շեշտը դրվել է ռուսական մեղեդիներին,6.768
common_voice_hy-AM_39991342.wav,երկարակտուց զմրուխտե թութակը պատկանում է զմրուխտե թութակների ցեղին,6.156
common_voice_hy-AM_39991343.wav,չի լուծվում սառը ջրում բայց փոխազդում է տաք ջրի հետ,4.356
common_voice_hy-AM_39991344.wav,քարակոթողի գագաթը զարդարված է գլոբուսով հինգ մայրցամաքներով,5.688
common_voice_hy-AM_39991345.wav,մահճակալիս վրա երեսնիվեր պառկած էր մեկը խռմփալով քնած էր,5.4
common_voice_hy-AM_39991347.wav,այլս ավելորդ է որ երկարացնեմ,3.636
common_voice_hy-AM_39991357.wav,իսկապես որ չար փչացած տղա կանչեց զաքարը,4.788
common_voice_hy-AM_39991373.wav,բա նա հոգի ունի,2.556
common_voice_hy-AM_39991375.wav,վերջինիս հետ նա հանդիպել է հետագայում,3.456
common_voice_hy-AM_39991388.wav,ձեռագրի գրման վայրը տեղը հայտնի չէ,4.14
common_voice_hy-AM_39991389.wav,միակ երեխան է իր ընտանիքում,3.24
common_voice_hy-AM_39991390.wav,այդ վարժարանի հանրակացարանի շենքին կից էլ կառուցվել է եկեղեցին,5.256
common_voice_hy-AM_39991398.wav,կոշտ կեղի տակ գտնվում են սերմերը պտղամիսը,4.536
common_voice_hy-AM_39991413.wav,եկեղեցին կառուցված է տեղական բազալտե քարից իսկ գմբեթն աղյուսաշեն է,6.408
common_voice_hy-AM_39991415.wav,բուռն կարոտով սեղմում եմ քեզ կրծքիս ու համբուրում,4.608
common_voice_hy-AM_39991416.wav,իսկ ես ինչպես պետք է արտահայտեմ իմ սերը,4.068
common_voice_hy-AM_39991422.wav,նավը մի քանի վնասվածք ստացավ ջրագծից ներք,4.86
common_voice_hy-AM_39991423.wav,մաաս գետի աջակողմյան վտակներից է,3.816
common_voice_hy-AM_39991425.wav,հնարավոր տարբերակների բազմազանությունը հաշվի առնելով կսահմանափակվենք երկու օրինակով դրանց բացատրություններով,8.928
common_voice_hy-AM_39991432.wav,անդրծովյան գաղութների կորուստը այդքան էլ աչքի ընկնող խնդիր չէր,5.4
common_voice_hy-AM_39991437.wav,սիլիկահողի փոշու մեծ պարունակությունն օդում վտանգավոր է առաջացնում է սիլիկոզ,6.876
common_voice_hy-AM_39991439.wav,հետյալ աղյուսակում ցորենի քանակը հաշվարկված է տոննայով,5.22
common_voice_hy-AM_39991440.wav,փողոցում նրանք հանդիպում են դեռահասների որոնք պարում են բիտբոքս,5.616
common_voice_hy-AM_39991450.wav,գալակտիկայում շարունակ առաջանում քայքայվում են աստղասփյուռներ,5.256
common_voice_hy-AM_39991451.wav,բայց լոզունգի համատեղ օգտագործում չի եղել,3.996
common_voice_hy-AM_39991454.wav,նրա ընտրեց մահացած թագուհու սպասուհուն,3.996
common_voice_hy-AM_39991456.wav,նախագիծը չստացավ ինքնուրույն հաստատում գրախոսականը չանցավ չհրապարակվեց գիտական հանդեսում,8.568
common_voice_hy-AM_39991458.wav,աշխատել է նա որպես բարմեն մոդել,4.32
common_voice_hy-AM_39991462.wav,նրանց մեծ մասը սերբեր էին,3.06
common_voice_hy-AM_39991470.wav,գիտես ինչ կա եվա ջան ասաց նա արագորեն մի աթոռ առնելով ու նստելով նրա մոտ,6.408
common_voice_hy-AM_39991471.wav,գրել է նա թատերական ներկայացումների երաժշտություններ,4.68
common_voice_hy-AM_39991472.wav,հետագայում այս դասի համակարգիչները դարձան ընկերության հիմնական բիզնեսը,5.616
common_voice_hy-AM_39991473.wav,հանդես է եկել նա որպես կամերային երգիչ,4.176
common_voice_hy-AM_39991475.wav,երբեմն հանկարծ այնպիսի մի անմեղ հարց կտար որ չէի կարողանում ծիծաղս զսպել,6.336
common_voice_hy-AM_39991476.wav,համաստեղության ամենապայծառ աստղերը կեռմանաձ գիծ են կազմում,5.22
common_voice_hy-AM_39991483.wav,այնտեղ նա անցուղիներ է փնտրում,3.276
common_voice_hy-AM_39991487.wav,ռոզենի կինը ագահ ու արծաթասեր կին էր,4.356
common_voice_hy-AM_39991488.wav,ջոնին հրահանգում է նրան պահել խոհանոցում չթողնել իր տարածքում,5.868
common_voice_hy-AM_39991512.wav,դրանք գիշատիչ աղբահավաք թռչուններ են շատ բազմազան սննդակարգով,6.336
common_voice_hy-AM_39991514.wav,ուղիղ նախագծման ժամանակ պրոյեկտորը գտնվում է գրատախտակի առջ հակադարձի ժամանակ ետում,8.136
common_voice_hy-AM_39991515.wav,իր ելույթում օգտագործվում էր ֆիլմերի երաժշտություն,4.32
common_voice_hy-AM_39991523.wav,այդ երույթները որոշ ժամանակ անց վերանում են,4.068
common_voice_hy-AM_39991526.wav,հասկի առանցքը գալարաձ է,3.276
common_voice_hy-AM_39991545.wav,հետագայում գետը մի քանի անգամ փոխում է իր հոսքի ուղղությունը,5.076
common_voice_hy-AM_39991569.wav,ռուսլանը սկսում է փնտրել առանգված հարսնացուին,4.5
common_voice_hy-AM_39991590.wav,այուբիի ոգեշնչումը գալիս է կրթության հետ տեխնոլոգիայի միաձուլման ցանկությունից,6.336
common_voice_hy-AM_39991598.wav,ճոխ զարդարված շենքը համարվում էր քաղաքի ամենաշքեղ բնակելի տունը,5.508
common_voice_hy-AM_39991601.wav,մանկուց զբաղվում էր դեպի լեռներ արշավներով հեծանիվ վարելով,5.04
common_voice_hy-AM_39991620.wav,վերքերը ակնթարթորեն բուժվում են վնասված օրգանները նորից են ստեղծվում,5.76
common_voice_hy-AM_39991622.wav,տիրապետում է հայերենին ռուսերենին բուլղարերենին անգլերենին,5.148
