path,sentence
common_voice_hy-AM_40000014.wav,Ստացած է բժշկական կրթութիւն եւ որպէս բժիշկ աշխատած։
common_voice_hy-AM_40000015.wav,Սակայն առաջին հերթին նա հայտնի է որպես պատմվածքների ու վեպերի հեղինակ։
common_voice_hy-AM_40000045.wav,- Հիմա ժամը քանի՞սն է:
common_voice_hy-AM_40000047.wav,Գրել սկսել է դեռ քոլեջում սովորելու ժամանակ։
common_voice_hy-AM_40000048.wav,Գյուղում արգելված է ավտոմոբիլային երթևեկությունը։
common_voice_hy-AM_40000071.wav,"Ռեժիմը բավական խիստ է, ունի մեծ վարարումներ։"
common_voice_hy-AM_40000096.wav,Մարտական գործողություններին չի մասնակցել։
common_voice_hy-AM_40000100.wav,Խաղը հետախուզային և արկածային բնույթի է։
common_voice_hy-AM_40000141.wav,Ունի ֆիզիկական լավ հատկություններ։
common_voice_hy-AM_40000142.wav,Ավելի ուշ զույգը երեխա է ունեցել։
common_voice_hy-AM_40000144.wav,Էմման լռում էր:
common_voice_hy-AM_40000145.wav,Աչքի բիբն ուղղահայաց է։
common_voice_hy-AM_40000187.wav,Տղային բռնել են ոստիկանները ոչ սթափ վիճակում մեքենա վարելուց։
common_voice_hy-AM_40000199.wav,"Քաղաքում աճում է ցորեն, գարի և խաղող։"
common_voice_hy-AM_40000200.wav,Խաչը հենված է եռանկյունաձև ռոմբի վրա։
common_voice_hy-AM_40000201.wav,Կապադովկիայի պատմությունը ներառում է բավականին երկար ժամանակաշրջան։
common_voice_hy-AM_40000203.wav,"Հետո ես իմացա , որ նա դեռ չորս օր պառկել է:"
common_voice_hy-AM_40000234.wav,Հռչակագրում սահմանվում են նաև դրա ընդունման նպատակները։
common_voice_hy-AM_40000266.wav,Խոսքն այստեղ առհասարակ մարդու անձնական ազատության մասին է։
common_voice_hy-AM_40000270.wav,"Ափի երկայքնով պահպանվել են հեթանոսական գերեզմանների հետքեր, սուրբ քարեր և այլն։"
common_voice_hy-AM_40000272.wav,"Դիրքը լեռնային է, ունի գեղատեսիլ բնություն, պտղատուներով հայտնի անտառներ։"
common_voice_hy-AM_40000274.wav,"Վանքը եղել է եպիսկոպոսանիստ հաստատություն, ունեցել է մեծ թվով միաբաններ։"
common_voice_hy-AM_40000340.wav,«Ծուղակ հարսի համար» ֆիլմի հատված նկարահանվել է այս ամրոցում։
common_voice_hy-AM_40000366.wav,Ես ներողություն եմ խնդրում։
common_voice_hy-AM_40000367.wav,Նման ամպեր դիտվում են ձմռանը՝ Սևանա լճի ավազանում։
common_voice_hy-AM_40000370.wav,Աշտարակի մոտ գտնվում է քարե ջրամբարը։
common_voice_hy-AM_40000390.wav,"Անհատական դիետիկ ընտրությունները կարող են լինել և՛ առողջարար, և՛ վնասակար։"
common_voice_hy-AM_40000392.wav,Կողային լանջերի խաչմերուկներում կան երկու դիտարկման հարթակներ։
common_voice_hy-AM_40000398.wav,Դրանից հետո նա որոշել է հեռանալ բռնցքամարտից։
common_voice_hy-AM_40000433.wav,Կարելի է ձևակերպել նաև որպես մարմնի կողմից ազդող ուժը հենարանի վրա։
common_voice_hy-AM_40000435.wav,Եղել է նաև գեղագիր ու բանաստեղծ։
common_voice_hy-AM_40000436.wav,Պատմվածքներ գրել սկսել է դեռ սովորելու ընթացքում։
common_voice_hy-AM_40000478.wav,Նա վերափոխել է մեղեդու ամբողջ ներդաշնակ կառուցվածքը։
common_voice_hy-AM_40000514.wav,Շինությունների հստակ գծերը հեղինակը պատկերել է լուսավորության խաղով։
common_voice_hy-AM_40000515.wav,Հատուկ ցուցադրությունների համար անհրաժեշտ է լրացուցիչ մուտքի տոմս։
common_voice_hy-AM_40000517.wav,"Ի՞նչ կլիներ գարունը, եթե թռչուններ չլինեին."
common_voice_hy-AM_40000538.wav,Դպրոցն ավարտելուց հետո ծառայել է ծովային հետևազորում։
common_voice_hy-AM_40000539.wav,Նախնական նիզակը եղել է սրածայր փայտե ձող։
common_voice_hy-AM_40000540.wav,և չէի կարող կատարել…
common_voice_hy-AM_40000542.wav,Բնորոշվում են բարեկազմ մարմնով։
common_voice_hy-AM_40000553.wav,"Ունի մեկ սռնակ, սպին երկար է, կարճ բլթակներով։"
common_voice_hy-AM_40000554.wav,Էական նշանակություն ունի նաև. ջրի ջերմաստիճանը։
common_voice_hy-AM_40000572.wav,«Հոգիների գիրքը» ունեցել է քննադատական և կոմերցիոն մեծ հաջողություն։
common_voice_hy-AM_40000586.wav,Գիրքը վերադարձվել է գրադարան։
common_voice_hy-AM_40000595.wav,"Բնակիչներն զբաղվում են թեյի և եգիպտացորենի մշակությամբ, պտղաբուծությամբ։"
common_voice_hy-AM_40000597.wav,Տարածված դեկորատիվ խոտաբույս է։
common_voice_hy-AM_40000618.wav,Մանուկ հասակից մեծացել է արվեստին կապված մարդկանց մթնոլորտում։
common_voice_hy-AM_40000619.wav,"Ավիաընկերությունը ունի նաև գործընկերներ, որի հետ կատարում է որոշ թռիչքներ։"
common_voice_hy-AM_40000620.wav,Հետագայում նույնպես արձագանքել են վեպի վերաբերյալ՝ այն կոչելով խելամիտ և յուրօրինակ։
common_voice_hy-AM_40000622.wav,Սթիվենը ընտանիքի երկրորդ զավակն է։
common_voice_hy-AM_40000634.wav,Իր մարտական ծառայությունն անցկացրել է սևծովյան նավատորմում։
common_voice_hy-AM_40000636.wav,Գետի ջրատնտեսային տեղամասը՝ Նևա։
common_voice_hy-AM_40000638.wav,"Ամռանը շոգ և չոր է, ձմռանը ցուրտ և քամոտ։"
common_voice_hy-AM_40000639.wav,Օսական դասական արձակի հիմնադիր։
common_voice_hy-AM_40000653.wav,Նա կապ է ունեցել գրեթե բոլոր դերասանների հետ։
common_voice_hy-AM_40000654.wav,Էլեոնորան խոստացավ հրաժարվել ամուսնությունից։
common_voice_hy-AM_40000659.wav,Ճահճային տարածքը բնանկարիչների սիրելի վայրը դարձավ։
common_voice_hy-AM_40000675.wav,"Հայտնի է նաև, որ ոչ բոլոր բակտերիակիրների մոտ է զարգանում հիվանդություն։"
common_voice_hy-AM_40000677.wav,Առաջին աշխարհամարտի ժամանակ չորս տարի գտնվել է ռազմաճակատում։
common_voice_hy-AM_40000693.wav,Գիլյերմեն զբաղվել է մինի ֆուտբոլով և եղել է պաշտպան։
common_voice_hy-AM_40000695.wav,Այն կիրգիզական արձակի առաջին ռեալիստական երկն է։
common_voice_hy-AM_40000696.wav,Նա վերադարձավ իր երաժշտական գործունեությանը։
common_voice_hy-AM_40000697.wav,Միշելը վարժ տիրապետում է ռուսերենին։
common_voice_hy-AM_40000716.wav,Մատուռը՝ կից փոքրիկ սրահով ավերված է։
common_voice_hy-AM_40000735.wav,"Նրա ստեղծագործությունները թարգմանվել են անգլերեն, ֆրանսերեն և գերմաներեն։"
common_voice_hy-AM_40000743.wav,Ֆրանսիայում նա աշխատում է որպես արեգակնային ու մոլորակային աստղագետ։
common_voice_hy-AM_40000753.wav,Այդ ստեղծագործության առաջին էկրանավորումն է։
common_voice_hy-AM_40000754.wav,Գոյություն ունեն տորթի վերաբերյալ շատ լեգենդներ։
common_voice_hy-AM_40000755.wav,Ներկայումս նրանց թիվը մի քանի հարյուրից մինչև հազար է։
common_voice_hy-AM_40000762.wav,Բուլղարական դումայում ուշագրավ ատենախոսություն է կատարել։
common_voice_hy-AM_40000763.wav,Տպագրվել է նաև իվրիտով։
common_voice_hy-AM_40000770.wav,Եվրոպայի ամենագեղատեսիլ քաղաքներից մեկը։
common_voice_hy-AM_40000771.wav,"Ինչ կլինի, թող լինի:"
common_voice_hy-AM_40000773.wav,Կարճ արտահայտվեցի այդ ամենի մասին՝ բարկացավ։
common_voice_hy-AM_40000774.wav,Տնային պայմաններում մատուցվում են երկար բաժակներով և խմելու համար նախատեսված ձողիկներով։
common_voice_hy-AM_40000780.wav,"Նա չի օգտագործում զենքեր, այլ հակառակը՝ օգտագործում է անվնաս գործիքներ։"
common_voice_hy-AM_40000782.wav,"Կալցոնեն հանդիսանում է լավ նախուտեստ, կամ էլ ոչ ստանդարտ աղանդեր։"
common_voice_hy-AM_40000785.wav,Պոչն ավելի մուգ գույն է։
common_voice_hy-AM_40000796.wav,Խորհրդային տարիներին զարգացում է ստացել մետաղամշակումը։
common_voice_hy-AM_40000798.wav,Դրանք արված են մատիտով կամ տուշով։
common_voice_hy-AM_40000799.wav,Նա ապրեց ևս վեց ամիս։
common_voice_hy-AM_40000802.wav,"Կլիման փոփոխական է, ձմռանը ցուրտ է, իսկ ամռանը տաք։"
common_voice_hy-AM_40000803.wav,Նրա հետ զոհվել են նաև հայրն ու հրահանգիչը։
common_voice_hy-AM_40000805.wav,Դիակի վրա բռնության ոչ մի հետք չի գտնվել։
common_voice_hy-AM_40000815.wav,Այնտեղ էլ նա մահանում է։
common_voice_hy-AM_40000819.wav,Աշխատանքներում ի հայտ են գալիս երկրաչափական պատկերները։
common_voice_hy-AM_40000829.wav,Բայց նա ոչինչ չէր զգում.
common_voice_hy-AM_40000844.wav,Աստվածային ծագումը հիմնված է քրիստոնեական այլ համոզմունքների վրա։
common_voice_hy-AM_40000845.wav,Չորրորդ կողմից այն եզրափակվում է ծովախորշով։
common_voice_hy-AM_40000846.wav,"Պարիսպները քարաղեն են, այժմ ավերված են։"
common_voice_hy-AM_40000850.wav,Արդյունաբերական գոտին տեղակայված է քաղաքի հարավարևելյան ծայրում։
common_voice_hy-AM_40000852.wav,Նկարիչն իր կերպարն օժտում է դիվային հատկանիշներով։
common_voice_hy-AM_40000863.wav,"- Բայց մեղավորը ես չեմ, այլ…"
common_voice_hy-AM_40000867.wav,Երկու գրքերն էլ ներկայացնում են դեռատի երիտասարդությունը։
common_voice_hy-AM_40000873.wav,"Արմատն առանցքային է, իլիկաձև։"
common_voice_hy-AM_40000877.wav,Որմնանկարների թեման և դրանց քանակը գրված էր կտակում։
common_voice_hy-AM_40000878.wav,"Տիրապետել է ռուսերեն, ֆրանսերեն, թուրքերեն, պարսկերեն, վրացերեն լեզուներին։"
common_voice_hy-AM_40000880.wav,Արդյունավետ օգտագործման ձևերից է դրայվինգը։
common_voice_hy-AM_40000882.wav,Զոլավոր մարմինը դժգույն կորիզի նկատմամբ ունի արգելակող ազդեցություն։
common_voice_hy-AM_40000888.wav,Երկու գագաթները պսակված են մեծ սուտակներով։
common_voice_hy-AM_40000891.wav,"Տարբերում են երեք տեսակի հնչյունափոխություն՝ փոխազդեցական, դիրքային և ընդհանուր պատմական։"
common_voice_hy-AM_40000892.wav,"Ներկայացվող պատկերները հաստատուն էին, այսինքն օբյեկտների շարժունակությունը բացակայում էր։"
common_voice_hy-AM_40000901.wav,Մուտքի դուռ են հանդիսանում վերին շնչուղիները։
common_voice_hy-AM_40000902.wav,Հայտնի է հիմնականում որպես մեկենաս և բարերար։
common_voice_hy-AM_40000904.wav,"Տերևները հակադիր են կամ օղակաձև դասավորված, ամբողջական։"
common_voice_hy-AM_40000923.wav,Կայքի ստեղծումն ունի երկու նպատակ։
common_voice_hy-AM_40000943.wav,Պատվաստումների պահանջը կապված է տվյալ երկրի համաճարակային իրավիճակից։
common_voice_hy-AM_40000953.wav,Հայաստանի յուրաքանչյուր գավառ առանձնանում է իր տարազով։
common_voice_hy-AM_40000954.wav,Հայկական ուժերին հաջողվեց նրանց ետ շպրտել։
common_voice_hy-AM_40000959.wav,Այդ խնդիրները բացառիկ կարևորություն ունեն ավիացիայում և հրթիռային տեխնիկայում։
common_voice_hy-AM_40000961.wav,Գտնվում է նահանգի հյուսիսային մասում։
common_voice_hy-AM_40070141.wav,Ունեցած է աշխոյժ հանրային գործունէութիւն։
common_voice_hy-AM_40070143.wav,Արապովը հայտնի է նաև որպես թարգմանիչ։
common_voice_hy-AM_40070154.wav,Գագաթնաժողովի մուտքը երկու շղթայական սանդուղք է։
common_voice_hy-AM_40070164.wav,"Տերևակոթունները բարակ են, տերևաթիթեղից կարճ։"
common_voice_hy-AM_40070167.wav,Տիրապետում է անգլերեն և ռուսերեն լեզուներին։
common_voice_hy-AM_40070203.wav,"Մնաս բարով, մնաս բարով:"
common_voice_hy-AM_40070204.wav,Ռուսական բանակի գլխավոր ուժերն այդ ժամանակ կռվում էին լեռնականների դեմ։
common_voice_hy-AM_40070218.wav,Այն ներառում է հինգ գլուխներ։
common_voice_hy-AM_40070227.wav,Նոր տարին մոտենում էր.
common_voice_hy-AM_40070228.wav,Միաժամանակ արվեստանոցում եղբորը օգնել է։
common_voice_hy-AM_40070230.wav,Հայտնի սպորտաձևերից է ցլամարտը։
common_voice_hy-AM_40070232.wav,Սպորտով զբաղվել է մանկուց։
common_voice_hy-AM_40070257.wav,Առաջացնում է ասեղնաձև և պրիզմատիկ բյուրեղներ։
common_voice_hy-AM_40070262.wav,Զբաղեցնում է պատմական շենքի առաջին հարկը։
common_voice_hy-AM_40070265.wav,Մասնագիտությամբ նա կինոյի և թատրոնի դերասան է։
common_voice_hy-AM_40070267.wav,Անգլիայի ազգային հավաքականի նախկին ավագը և հարձակվողը։
common_voice_hy-AM_40070286.wav,Ժամանակին այն եղել է նաև ամերիկյան այբբուբենի տառ։
common_voice_hy-AM_40070288.wav,Պատմվածքի գործողությունները տեղի են ունենում ամառանոցում։
common_voice_hy-AM_40070301.wav,Տեսահոլովակը երգչի խոսքերով ինքնակենսագրական է։
common_voice_hy-AM_40070303.wav,Սառելուց հետո կշռում են և որոշում անջատված ոսկու քանակը։
common_voice_hy-AM_40070309.wav,Կլիման մերձարկտիկական է և բարեխառն։
common_voice_hy-AM_40070320.wav,Մեր ժամանակներում հայտնի է տաք շոկոլադի երկու հիմնական տեսակներ։
common_voice_hy-AM_40070324.wav,Նրա հայրն ու մայրը հասարակ ծագում ունեին։
common_voice_hy-AM_40070339.wav,"Պսակաթերթիկները անհավասար են, հիմքում խիստ սեղմված։"
common_voice_hy-AM_40070340.wav,Տոնավաճառի ընթացքում տեղի է ունենում հայ նկարիչների ցուցահանդես։
common_voice_hy-AM_40070350.wav,Պտուղները մանր են։
common_voice_hy-AM_40070361.wav,«Աստղերը» շատ մեծ եկամուտ են բերում։
common_voice_hy-AM_40086082.wav,"Ունի նաև ֆրանսիական անձնագիր, նրա մայրը ֆրանսիացի է։"
common_voice_hy-AM_40086089.wav,"Քայլում են փքված տեսքով, շորորալով։"
common_voice_hy-AM_40086097.wav,"- Չգիտեմ ուրիշն ինչպես, բայց ես չեմ կարող:"
common_voice_hy-AM_40086101.wav,Լուկաչները տվել են հայտնի դեմքեր։
common_voice_hy-AM_40086105.wav,Հիմնական մուտքը արևմտյան կողմում է։
common_voice_hy-AM_40086107.wav,"Լյարդը, ինչպես մյուս բոլոր օրգանները, կարող է ախտահարվել։"
common_voice_hy-AM_40086113.wav,Եզրափակչում հանձնած միավորներ։
common_voice_hy-AM_40086115.wav,Ականջի փոքր անցքերը հաճախ ծածկված են մաշկով կամ թեփուկներով։
common_voice_hy-AM_40086122.wav,Ինչպե՞ս չհասկացա քեզ:
common_voice_hy-AM_40086123.wav,Այս ֆիլմը նույնպես ունեցավ անհավանական հաջողություն։
common_voice_hy-AM_40086130.wav,Ոչինչ փոխել հնարավոր չէ։
common_voice_hy-AM_40086143.wav,Առաջացել է հայերեն գավազան բառից։
common_voice_hy-AM_40086155.wav,Հիվանդանոցից նա դուրս է գալիս պատված վիրակապերով։
common_voice_hy-AM_40086156.wav,Ատամանի կիսանդրին տեղադրված է պատվանդանի վրա։
common_voice_hy-AM_40086165.wav,Նեոֆրեյդիզմը ամբողջական կուռ ուսմունք չէ։
common_voice_hy-AM_40086166.wav,Գերեզմանատան կենտրոնում գտնվում է փայտե բարձր խաչ։
common_voice_hy-AM_40086168.wav,Եվ արդյոք Էմման կարո՞ղ է տանել այդ հարվածը…
common_voice_hy-AM_40086170.wav,Վազքը ֆիզդաստիարակության առավել տարածված և արդյունավետ միջոց է։
common_voice_hy-AM_40086173.wav,Անժառանգ սմերդների գույքը տնօրինել է իշխանը։
common_voice_hy-AM_40086180.wav,Նրա ստեղծած ըմպելիքի համար էլ հաստատվեց սանգրիա անունը։
common_voice_hy-AM_40086181.wav,Երգի տեքստը պատմում է անհավատարիմ ամուսնու մասին։
common_voice_hy-AM_40086183.wav,Այդ ընթացքում արքայազնը երկու շաբաթ ճանապարհորդում է աշխարհով մեկ։
common_voice_hy-AM_40086189.wav,Արվեստում նա համարվում է ռեալիստական ուղղության ներկայացուցիչ։
common_voice_hy-AM_40086194.wav,"Չոր եղանակին առաջանում են ջրվեժներ, ժայռեր ու սահանքներ։"
common_voice_hy-AM_40086195.wav,Պայքարի միջոցները՝ միջատազերծման տարբեր մեթոդների կիրառում։
common_voice_hy-AM_40086198.wav,Սովորաբար դրանք գտնվում են շրջանի հակադիր ծայրերում։
common_voice_hy-AM_39471717.wav,Բնորոշ խախտումներից է անխոսությունը։
common_voice_hy-AM_39471718.wav,Բաքվի առաջին բանկերի հիմնադիրները նույնպես հայեր էին։
common_voice_hy-AM_39471720.wav,Հիպերբոլական ֆունկցիաները հաճախ հանդիպում են տարբեր ինտեգրալների հաշվման ժամանակ։
common_voice_hy-AM_39471721.wav,Արձակը թույլ է զարգացած եղել։
common_voice_hy-AM_39471736.wav,Գաղութատիրության ընթացքում առաջացել է հերոսական դյուցազներգությունը։
common_voice_hy-AM_39471739.wav,Տյուփոնը դիցաբանական հսկա էր և հրաբխի ու հրաբխային երևույթներն էր անձնավորում։
common_voice_hy-AM_39471743.wav,Բարդությունները կարող են ընդգրկել կալցիումի դեպոզիտների առկայությունը մկաններում կամ մաշկում։
common_voice_hy-AM_39471745.wav,Հանդիպում են բոլոր լեռնային գոտիներում և բուսական համակեցություններում։
common_voice_hy-AM_39471786.wav,"Գլխավոր թեմաներն են՝ լիակատար անկախությունը, սոցիալական հավասարությունը, նախապաշարումների դատապարտումը։"
common_voice_hy-AM_39471788.wav,Ծարավից պապակում էի և ագահաբար ծծեցի սառը ջուրը:
common_voice_hy-AM_39471791.wav,Ալբոմը զբաղեցրել է կորեական հիթ շքերթների ամենաբարձր տեղերը թողարկման ժամանակ։
common_voice_hy-AM_39471821.wav,Երբեմն նման փոփոխություններ դիտվում են նաև ձեռքերում։
common_voice_hy-AM_39471828.wav,Այժմ իր ժամանակը տրամադրում է մանկական գրքեր գրելու համար։
common_voice_hy-AM_39471835.wav,Երկլեզու կրթական ծրագրերի իրականացումը։
common_voice_hy-AM_39471853.wav,"Տերևներն օղակաձև են, հազվադեպ՝ հակադիր, կոշտ եզրերով։"
common_voice_hy-AM_39471858.wav,Բխում է համանուն լեռան լանջերից։
common_voice_hy-AM_39471859.wav,Մորդովական գրականության հիմնադիրներից։
common_voice_hy-AM_39471860.wav,Նրա կառավարումը գործում է ամբողջ աշխարհում՝ տարածքային բաժանմունքների միջոցով։
common_voice_hy-AM_39471891.wav,"Ուսումնասիրությունից պարզվել է, որ ազդեցությունը միջնորդում է սեռերի հավասարության բարձրացմանը։"
common_voice_hy-AM_39471892.wav,"Տերևանութներում հավաքված դեղնականաչավուն, շատ մանր ծաղիկները հնգանդամ են։"
common_voice_hy-AM_39471894.wav,Ուրիշ տեղաբնիկներ ակտիվորեն մասնակցել են հրեաների ոչնչացմանն ու նրանց ունեցվածքի թալանմանը։
common_voice_hy-AM_39471922.wav,Հանդես է գալիս հայկական լիգայում։
common_voice_hy-AM_39471923.wav,"Դատելով դրանից, նկարը մի փոքր ավելի լայն էր։"
common_voice_hy-AM_39471924.wav,Անտոնը զբաղեցրեց երկրորդ տեղը։
common_voice_hy-AM_39471946.wav,Հետեւած է դասընթացքներու եւ սկսած է աքորտէոն նուագել։
common_voice_hy-AM_39471948.wav,Ամիրյանը մի առ մի թվեց բժշկի դիագնոզը և վերջը ավելացրեց.
common_voice_hy-AM_39471976.wav,Առաջին խաղակեսի վերջին ստացել է երկրորդ դեղին քարտը և հեռացվել դաշտից։
common_voice_hy-AM_39471977.wav,Խղճահարություն կարող է առաջանալ նաև կորցրած իրերի պատճառով։
common_voice_hy-AM_39471979.wav,Տերևներն առանց բծերի և կանաչ գույնի են լինում։
common_voice_hy-AM_39471980.wav,Մի ամբո՜ղջ օր…
common_voice_hy-AM_39472000.wav,Գիտական աշխատանքները վերաբերում են ներզատիչ գեղձերի ախտաբանությանը։
common_voice_hy-AM_39472002.wav,Աշտարակի ներքևի հատվածը կառուցված է կրաքարից։
common_voice_hy-AM_39472003.wav,Պապայա է կոչվում պտուղը։
common_voice_hy-AM_39472004.wav,Շներն ուշ են մեծանում և տարբերվում են հարմարվող և խաղաղասեր վարքագծով։
common_voice_hy-AM_39472024.wav,Վեպն ունի երեք բնաբան։
common_voice_hy-AM_39472026.wav,Տեղի կունենա էներգիայի կլանում։
common_voice_hy-AM_39472028.wav,Այդ թեմային անդրադարձել են նաև սուֆիզմի և բահայիզմի հետևորդ հեղինակները։
common_voice_hy-AM_39472029.wav,Տեղակայված է երկրի հյուսիսում։
common_voice_hy-AM_39472030.wav,Այստեղ զբոսաշրջությունը զարգացած է։
common_voice_hy-AM_39472054.wav,Մզկիթի շինարարության ընթացքում օգտագործվել են գետի քարեր և փայտանյութ։
common_voice_hy-AM_39472056.wav,"Կանոնները վերաբերում են եկեղեցական կարգ ու կանոնին, եկեղեցականների պարտավորություններին և իրավունքներին։"
common_voice_hy-AM_39472057.wav,"Դրանցից է նոնոգրամը, որը հայտնի է «նկարիր թվերով» անվամբ։"
common_voice_hy-AM_39472059.wav,"Իտերպրետատորը նույնպես փոխակերպում է սկզբնական կոդը, սակայն տող առ տող։"
common_voice_hy-AM_39472061.wav,"Այն այնքան ուժեղ է եղել, որ քանդել է պատերից մեկը։"
common_voice_hy-AM_39472075.wav,Հայտնի է միայն մեկ պոպուլյացիա։
common_voice_hy-AM_39472076.wav,Հիպերտենզիան կարևոր ռիսկի գործոն է ուղեղի ինֆարկտի և արյունազեղման համար։
common_voice_hy-AM_39472077.wav,Ամրոցը կառուցվել է նախկինում գոյություն ունեցող ամրոցում։
common_voice_hy-AM_39472078.wav,"- Դա պարզ համառություն կլինի,- նկատեց նա, ձեռքերը կոխելով անդրավարտիքի գրպանները և նայելով Բադամյանի ոտներին:"
common_voice_hy-AM_39472079.wav,Յուրաքանչյուր քառորդի և տարվա վերջում սովորողները ստանում են վերջնական գնահատականներ։
common_voice_hy-AM_39472098.wav,Սիմոնին ձերբակալում են։
common_voice_hy-AM_39472101.wav,Նման է իտալական մարինիզմին և իսպանական գոնգորիզմին։
common_voice_hy-AM_39472102.wav,Կայքն առաջարկում է մի շարք ծառայություններ անձնական ֆինանսական տեղեկատվության ղեկավարման համար։
common_voice_hy-AM_39472124.wav,Նոր ղեկավարության ներքո խումբը մի շարք ցուցահանդեսներ անցկացրեց։
common_voice_hy-AM_39472125.wav,"Գործում են կանանց համար նախատեսված բժշկագիտության, ատամնաբուժության և տնավարության ուսուցման ֆակուլտետներ։"
common_voice_hy-AM_39472127.wav,Ղեկավարող բրածոներ են վերին յուրայի և կավճի հասակի ապարների համադրման համար։
common_voice_hy-AM_39472128.wav,Վիդեոբլոգեր է և առցանց ուսուցողական վիդեոների հեղինակ։
common_voice_hy-AM_39472149.wav,Հունարենում և լատիներենում որպես անձնանուն չի գործածվում։
common_voice_hy-AM_39472150.wav,Կարճ սռնակի վրա գտնվում է եռանկյունաձև սպին։
common_voice_hy-AM_39472151.wav,Վեպը հիմնված է սերունդների նավի գաղափարի վրա։
common_voice_hy-AM_39472152.wav,"Հետագայում նա ակումբից հեռացավ, քանի որ ակումբի կառավարության հետ ուներ խնդիրներ։"
common_voice_hy-AM_39472164.wav,"Առաջին երկու բնակարաններն ունեն պատուհաններ, որոնք բացվում են դեպի հյուսիսարևելյան փողոց։"
common_voice_hy-AM_39472165.wav,Ավելի նշմարվող առանձնահատկությունը նրա երկու կլորավուն կատարն է գլխի վրա։
common_voice_hy-AM_39472166.wav,"- բացականչեց Վահանը բարձրաձայն ծիծաղելով, բայց հանկարծ զսպեց ծիծաղը և շարունակեց իր սովորական հեգնական ժպիտով:"
common_voice_hy-AM_39472167.wav,"Գրված է երկսյուն և միասյուն, բոլորագրով։"
common_voice_hy-AM_39472168.wav,Առաջին ներթափանցումը ոչինչ չի տալիս։
common_voice_hy-AM_39472189.wav,Եւ լոյս եղաւ։
common_voice_hy-AM_39472192.wav,Թևերը շագանակագույն են։
common_voice_hy-AM_39472214.wav,"Բույսը կազմված է հիմքում միաձուլված, եզրերից միաշաքար, նոսր դասավորված գեղձերով բաժակաթերթերից։"
common_voice_hy-AM_39472216.wav,Քաղաքը պատերազմի ժամանակ ավերածություններից փրկվեց։
common_voice_hy-AM_39472219.wav,Որոշվել է հուշարձանը տեղադրել քաղաքի մշակույթի և հանգստի զբոսայգու հուշահամալիրի գոտում։
common_voice_hy-AM_39472225.wav,Պահեստազորի գնդապետ է։
common_voice_hy-AM_39472251.wav,Դեղագործական կրթություն է ստացել և դեղագործ աշխատել։
common_voice_hy-AM_39472253.wav,"Գիտական աշխատանքները վերաբերում են կոնյակի արդյունաբերությանը, քիմիային և տեխնոլոգիային։"
common_voice_hy-AM_39472255.wav,"կպած էր ձեռքիս, պոկ չէր գալիս…"
common_voice_hy-AM_39472258.wav,Խնձորեսկի պատմությունը հին է և հարուստ։
common_voice_hy-AM_39472278.wav,"Ելույթ է ունեցել տարբեր թատերախմբերում, այնուհետև կազմակերպել սեփականը։"
common_voice_hy-AM_39472280.wav,Ատամները թույլ են զարգացած կամ բացակայում են։
common_voice_hy-AM_39472281.wav,"Թե՛ իմ, թե՛ ծնողներիս համար դժվար էր բաժանումը։"
common_voice_hy-AM_39472283.wav,Առավել հայտնի աղանդերը պատրաստված մասկարպոնեով տիրամիսուն է։
common_voice_hy-AM_39472300.wav,Սառցադաշտի հալոցքից առաջացած ջուրը հավաքվում է և օգտագործվում հիդրոէլեկտրակայանների աշխատանքում։
common_voice_hy-AM_39472301.wav,«Ոսկե գլոբուսը» տրվում է լիամետրաժ և հեռուստատեսային ֆիլմերի համար։
common_voice_hy-AM_39472302.wav,"- Կընկնի, կընկնի,- բացականչեց Աննան:"
common_voice_hy-AM_39472303.wav,Ռեժիսորի վաղ գեղարվեստական ֆիլմերը հիմնված են թուրքական համայնքի կյանքի իրադարձությունների վրա։
common_voice_hy-AM_39472327.wav,"Սովորաբար ռեակցիան իրականացնում են առարկայական ապակու վրա, հետազոտվող լուծույթի կաթիլում։"
common_voice_hy-AM_39472329.wav,Օրինակը ներկայացված է նկարում։
common_voice_hy-AM_39472331.wav,Արժեթղթերում գերակշռում են էներգետիկ ոլորտի ընկերությունները։
common_voice_hy-AM_39472332.wav,Երեկոյին ներկա է եղել և ինքը՝ կայսրը։
common_voice_hy-AM_39472333.wav,Սուրբ տարիների ընթացքում քաղաք են այցելում մեծ թվով ուխտավորներ։
common_voice_hy-AM_39472638.wav,Նա իր կերպարին նկարագրում է որպես «զարմանալիորեն բարդ և խորամանկ»։
common_voice_hy-AM_39472639.wav,Բացի այս ամենը սարքը նաև ունի համացանցի հասանելիության հնարավորություն։
common_voice_hy-AM_39472640.wav,"Մի քիչ էլ սպասեցի, տեսնեմ վերադարձավ մենակ և ձեռքերը տարածեց ծայր աստիճան տարակուսանքով:"
common_voice_hy-AM_39472641.wav,Բուսական աշխարհից զուրկ է։
common_voice_hy-AM_39472642.wav,Պատմության տարբեր ժամանակահատվածներում կառավարման ձևը այլ նշանակություն ուներ։
common_voice_hy-AM_39472657.wav,Երեւանի տարածքին մէջ մարդը ապրած է դեռեւս հնագոյն ժամանակներէն։
common_voice_hy-AM_39472661.wav,Սինկափուրը առևտրաֆինանսական ու փոխադրային համապարփակ հանգոյց է։
common_voice_hy-AM_39472662.wav,Շառաւիղն եմ հօրենական կողմէ այնթապցի եւ մօրենական կողմէ՝ պախչէցի ընտանիքներու։
