wav_path,transcript,duration
common_voice_hy-AM_39459644.wav,Չորացնելիս ձկան հասունացում տեղի չի ունենում. այն ընդամենը ջրազրկվում է։,4.86
common_voice_hy-AM_39989567.wav,Կեանքի պայմանները առիթ չեն տուած ուսումը շարունակելու։,4.644
common_voice_hy-AM_39495517.wav,Բադամյանը հանկարծ վեր կացավ և կանգնեց Մանեի առաջ:,5.688
common_voice_hy-AM_39471655.wav,Երիտասարդ տարիքում մասնակցել է կոմունիստամետ ծրագրերի։,4.428
common_voice_hy-AM_39514568.wav,Ուսուցչությունը թողնելով՝ հետագայում զբաղվել է առևտրով։,4.608
common_voice_hy-AM_39990177.wav,Իմ բարեկամների մոտ կտավը նույն տպավորություններն էր թողնում։,5.256
common_voice_hy-AM_39993717.wav,Հիմնականում կատարել է բացասական և բնավորության դերեր։,4.932
common_voice_hy-AM_39463395.wav,Մշակությունը չափազանց պարզ է։,3.24
common_voice_hy-AM_39481602.wav,"Նրանք սխալմամբ օգտագործելով ալկոհոլ՝ ջրի փոխարեն, հայտնվում են ծառի ճյուղի վրա։",5.796
common_voice_hy-AM_39471708.wav,Երկրորդ համաշխարհային պատերազմի ժամանակ նա ծառայել է վիճակագրական վերահսկողության վարչությունում։,6.948
common_voice_hy-AM_27126755.wav,Տարածքով և պահպանվածությամբ՝ ամենախոշորը։,6.336
common_voice_hy-AM_39991326.wav,Կազմված է նեոգենի հրաբխածին ապարներից։,4.176
common_voice_hy-AM_39414215.wav,"Երաշտադիմացկուն է, ջերմասեր և լուսասեր։",3.816
common_voice_hy-AM_39521971.wav,Ընկերությունը կենտրոնացած է էլեկտրական մեքենաների արտադրության վրա։,4.824
common_voice_hy-AM_39463100.wav,Միլիոնավոր մարդիկ մահանում են կամ անհայտ կորչում։,3.708
common_voice_hy-AM_39452986.wav,Բնակչության ճնշող մեծամասնությունը ադրբեջանցիներ և վրացիներ են։,4.86
common_voice_hy-AM_39542728.wav,Գողոնը մինչև օրս չի հայտնաբերվել։,3.348
common_voice_hy-AM_39478515.wav,Կոմպոզիցիայի ներքևի հատվածը լցված է տարօրինակ դատաստաններով։,5.004
common_voice_hy-AM_39470617.wav,"Զբաղվել է նաև թարգմանությամբ, ունի թարգմանական ժողովածուներ։",5.22
common_voice_hy-AM_40000620.wav,Հետագայում նույնպես արձագանքել են վեպի վերաբերյալ՝ այն կոչելով խելամիտ և յուրօրինակ։,6.48
common_voice_hy-AM_26407625.wav,Իր գրած լիբրետոներից ոչ մեկը չներառվեց մյուզիքլի մեջ։,8.388
common_voice_hy-AM_40009023.wav,"Պատերազմից հետո շարունակել է պայքարել սևամորթերի ճնշման դեմ, հանուն կանանց իրավահավասարության։",7.056
common_voice_hy-AM_39998645.wav,"Այս աղյուսակն իմանալով, կարելի է իրականացնել ցանկացած գումարում։",5.292
common_voice_hy-AM_39440696.wav,Ֆիլմն արժանացել է կինոքննադատների մեծ մասի բացասական արձագանքին։,5.04
common_voice_hy-AM_40000850.wav,Արդյունաբերական գոտին տեղակայված է քաղաքի հարավարևելյան ծայրում։,5.256
common_voice_hy-AM_39471102.wav,"Սակայն, բացասական աճը չի բացառում վարակը։",3.42
common_voice_hy-AM_39476304.wav,Հիտքոութը հորինել է «փաստավավերագրական բանաստեղծությունների» իր ժանրը։,5.796
common_voice_hy-AM_39524794.wav,Կուարոնի հերթական աշխատանքը նույնպես էկրանավորում էր։,4.68
common_voice_hy-AM_40004382.wav,"Մարմնի կեցվածքն ուղղահայաց է, կտուցի ծայրը՝ գդալանման լայնացած կամ բարակ։",6.552
common_voice_hy-AM_39459833.wav,Յապոնինան մահացել է ծննդաբերությունից մեկ տարի անց դրանից առաջացած բարդությունների հետևանքով։,6.48
common_voice_hy-AM_39474524.wav,Պատմությունն իմանալուց հետո նա որոշում է փոխել իրեն։,3.816
common_voice_hy-AM_39532796.wav,Եռապատկերը գտնվում է խիստ վնասված վիճակում։,4.5
common_voice_hy-AM_39462264.wav,Քունստիսթորիշի թանգարանում նրանք օգնում են իրենց ուսուցչին որմնակնարներ նկարելիս։,6.66
common_voice_hy-AM_39464542.wav,"Ռուդոլֆի խիստ հայրը ցանկանում է, որ որդին դառնա հոգևորական։",4.428
common_voice_hy-AM_39459591.wav,Սիրո և ընկերության հասկացողությունը փոշիանում է շրջապատի և հասարակության նսեմացուցիչ վերաբերմունքից։,6.12
common_voice_hy-AM_39478160.wav,Ունին սուր տեսողութիւն։,2.988
common_voice_hy-AM_39988231.wav,"Հետո այդ կաթը խառնվում է ալյուրով, շաքարավազով և ձվի դեղնուցներով։",6.372
common_voice_hy-AM_39453187.wav,Աշխատությունները մեջբերում են առողջապահության կազմակերպմանն ու վիրաբուժության խնդիրներին։,6.876
common_voice_hy-AM_40004362.wav,Սաունդթրեքները ձայնագրվել են նվագախմբի մասնակցությամբ։,4.896
common_voice_hy-AM_39436421.wav,Մահացել է հիվանդանոց տեղափոխվելու ճանապարհին։,4.608
common_voice_hy-AM_39641808.wav,Բազմակետը գործածվում է մեջբերումներում և դրվում է մեջբերման կրճատված մասի տեղում։,7.056
common_voice_hy-AM_39490946.wav,Կատարել է գլխավորապես կատակերգական դերեր։,3.456
common_voice_hy-AM_39478122.wav,Մկիվան սովորաբար ստեղծագործում էր ջազային երաժիշտների օրինակով։,4.896
common_voice_hy-AM_39523245.wav,Ամեն դեպքում այդ տարբերությունը ընդամենը երկու հարակից տարրերի փոփոխությունն է։,5.58
common_voice_hy-AM_39990503.wav,Հայաստանում այն նույնպես լայնորեն տարածված ուտեստ է։,4.428
common_voice_hy-AM_39470712.wav,"Տերևները՝ հաստակեղև, բուրավետ, ծաղիկները՝ մանր, սպիտակավուն։",7.02
common_voice_hy-AM_39436481.wav,Դևեջյանը հայտնի է Հայ դատի համար իր պայքարով։,4.428
common_voice_hy-AM_39471267.wav,"Կալպակսն այն լատիշներից էր, որ դեմ էր բոլշևիկներին։",5.148
common_voice_hy-AM_39472646.wav,"Գորիսի ինքնապաշտպանության ժամանակ վիրավորվել է, ապաքինվելուց հետո վերադարձել մարտադաշտ։",5.328
common_voice_hy-AM_39464433.wav,Իսկ մակրոսկոպական մարկմինները բացի մեխանիկական էներգիայից օժտված են նաև ներքին էներգիայով։,6.156
common_voice_hy-AM_39462623.wav,"Չափերը ևս լինում են պարզ, բարդ, խառը։",4.608
common_voice_hy-AM_39471835.wav,Երկլեզու կրթական ծրագրերի իրականացումը։,4.716
common_voice_hy-AM_39476334.wav,Դիցուք տարածության մի հատվածում կա ժամանակի ընթացքում փոփոխվող մագնիսական դաշտ։,6.408
common_voice_hy-AM_39462265.wav,"Ուժեղ օքսիդիչ է, օգտագործվում է ներկանյութերի, պայթուցիկ նյութերի ենի արտադրությունում։",7.668
common_voice_hy-AM_39991303.wav,Նրանց շնորհավորելու է գալիս ճնճղուկը։,3.636
common_voice_hy-AM_39543133.wav,"Հասունի հոնքը աղոտ սպիտակ է, գագաթի կողմնային շերտերը և ակնաշերտը՝ սև։",6.948
common_voice_hy-AM_39436463.wav,"Այն դասվեց բժշկության պատմության մեջ առաջին զեկուցված, վերահսկվող, կլինիկական փորձերի շարքին։",8.568
common_voice_hy-AM_39472286.wav,Հայերի զգալի մասը զբաղվել է կոշկակարությամբ։,2.988
common_voice_hy-AM_39307024.wav,"Նա բազմալեզու է, բուժելու ունակություններ ունի և կարողե գուշակել ապագան։",6.408
common_voice_hy-AM_27549246.wav,"Սակայն, այդ բարձրությանը հասնելուց հետո ինքնաթիռը շարունակում էր իջնել։",5.58
common_voice_hy-AM_39547953.wav,Օդանավի պոչի հատվածը պարունակում է տիտանից պատրաստված տարրեր։,4.608
common_voice_hy-AM_39472258.wav,Խնձորեսկի պատմությունը հին է և հարուստ։,4.068
common_voice_hy-AM_39542994.wav,"Գերադասում են չորային, տաք կլիման։",3.42
common_voice_hy-AM_39547679.wav,Հարսանիքից հետո լրատվամիջոցներն սկսել են տարածել լուրերը զույգի փախուստի մասին։,5.22
common_voice_hy-AM_39542938.wav,"Անգլիացինները պաշարել են ամրոցը, որտեղ գտնվում էր արքայական ընտանիքը։",5.616
common_voice_hy-AM_39451895.wav,Հետագայում տերցետների կիրառումը դուրս չի եկել փորձի և ոճավորման սահմաններից։,7.56
common_voice_hy-AM_40007218.wav,"Թանգարանի ներկայացված են մանրանկարչական գործերը, որոնք ստեղծվել են ռուսական հեղափոխության նախօրեին։",7.848
common_voice_hy-AM_39445622.wav,Այս վերջինները հերթաբար պէտք է դարձնեն գաւաթները։,3.6
common_voice_hy-AM_26499278.wav,"Հեղինակ է ձեռնարկների, մեթոդական աշխատությունների և մշակումների։",5.436
common_voice_hy-AM_39280470.wav,"Օգտագործվում են բնակելի, հասարակական և արդյունաբերական շենքեր ու շինություններ կառուցելիս։",9.108
common_voice_hy-AM_39465718.wav,"Աճում է ստորին և միջին լեռնային գոտիների թփուտներում, խոնավ ստվերոտ անտառներում։",6.48
common_voice_hy-AM_39498699.wav,Փտած խորշիկները տարբեր գունավորում են ունենում՝ դեղինից մինչև սև։,4.968
common_voice_hy-AM_40006294.wav,"Ենթադրվում է, որ տիբարեններն ազգակից են եղել արեմտակովկասյան ցեղերին։",6.012
common_voice_hy-AM_27126942.wav,Անսարքության մոդելները հնարավոր է կիրառել ճարտարագիտության գրեթե բոլոր ճյուղերում։,8.64
common_voice_hy-AM_39521805.wav,Եւ այդպէս իր հօր օժանդակելով կը սկսի յառաջդիմել ճարտարապետական ասպարէզին մէջ։,6.84
common_voice_hy-AM_39989307.wav,Կարևոր երկաթգծային հանգույց է։,3.6
common_voice_hy-AM_39274280.wav,Գրավում է տեկտոնական իջվածքների զոնան։,5.256
common_voice_hy-AM_39445480.wav,Փորի և կոկորդի մորթին սպիտակ է։,2.808
common_voice_hy-AM_39515226.wav,"Պատերի երթուղին հարմարեցվել է տեղայնքին, որի պատճառով էլ եղել է անկանոն։",5.868
common_voice_hy-AM_39461753.wav,"Հիմանականում ջրից զուրկ են կարմրանը, բորակաթուփը և եղեգը։",6.048
common_voice_hy-AM_26100021.wav,Դրա արդյունքներով վճարումների գումարը կազմել Է մեկուկես միլիարդ դոլար։,7.488
common_voice_hy-AM_39495047.wav,Նրանք համոզեցին իշխող ընտանիքին։,2.988
common_voice_hy-AM_39440562.wav,Այս շրջանի նրա նկարների ոճը փոխվում է կուբիզմից էքսպրեսիոնիզմ։,4.5
common_voice_hy-AM_39478126.wav,Նույն թվականին էլ նա սկսել է աշխատել նկարի վրա։,3.528
common_voice_hy-AM_39490402.wav,"Հայաստանը, հայ ժողովուրդը, ինչպես ամբողջ մարդկությունը, դժվար օրեր են ապրում:",5.508
common_voice_hy-AM_39543438.wav,"Ի հակասություն կարգախոսի, կան պուրակում կայացած քաղաքական և առևտրային գործարքների վկայություններ։",7.056
common_voice_hy-AM_39461714.wav,"Կան բամպակազտիչ եւ իւղհան գործարաններ, գորգագործութիւն, մետաղամշակութիւն։",7.308
common_voice_hy-AM_39464886.wav,Գարնանը մակարդակը կը բարձրանայ։,2.736
common_voice_hy-AM_40000515.wav,Հատուկ ցուցադրությունների համար անհրաժեշտ է լրացուցիչ մուտքի տոմս։,5.076
common_voice_hy-AM_39275058.wav,"Տօնը ունի շաբաթապահք, նաւակատիք եւ մեռելոց։",5.58
common_voice_hy-AM_39377404.wav,Տարրական ռեակցիաները բարդ քիմիական ռեակցիաների բաղադրիչ մասերն են։,4.68
common_voice_hy-AM_39509520.wav,"Այդպիսով, ապահովվում էր գաղտնիությունը և անհասանելի տարածքները թափանցելու հնարավորությունը։",6.408
common_voice_hy-AM_39459868.wav,Հուսահատված հերոսները գնում են տուն։,2.88
common_voice_hy-AM_39447590.wav,"Կոնգրեսի աշխատանքները ընդհատել են բոլշևիկները, ընդդիմադիր պատգամավորները ընդհատակյա դիրք են անցել։",7.488
common_voice_hy-AM_40000954.wav,Հայկական ուժերին հաջողվեց նրանց ետ շպրտել։,3.78
common_voice_hy-AM_39278199.wav,Նվագում է ռոյալ՝ ջազ։,4.176
common_voice_hy-AM_39463123.wav,Չհագեցած ածխաջրածիններն անջատում են գազաֆրակցիոն սարքերում։,5.148
common_voice_hy-AM_39521324.wav,"Այս կողմը, այս կողմը…",3.24
common_voice_hy-AM_39509836.wav,Տասներեք տարեկանում սկսում է զբաղվել պրոֆեսիոնալ ուժային սպորտով։,4.68
common_voice_hy-AM_39473076.wav,Սրտիս վատ նախազգացումներից ես ավելի եմ սարսափում…,3.708
common_voice_hy-AM_26483877.wav,Կինոնկարն արժանացել է քննադատների ջերմ ընդունելությանը։,5.94
common_voice_hy-AM_39465559.wav,Հայկական գիւղերը կը կառաւարէին մելիքները։,3.78
common_voice_hy-AM_26428997.wav,Զբաղած է հայկական զօրաբանակի կազմաւորումով։,6.552
common_voice_hy-AM_39552674.wav,Ինքնավերահսկողությունը հենվում է անձի բարոյական նորմերի ու չափանիշների վրա։,5.832
common_voice_hy-AM_39478451.wav,Պատմությունը տարվում է անանուն լրագրողի անունից։,3.888
common_voice_hy-AM_39445262.wav,Պատմականորեն բաժանված է եղել չոր քառակուսի մասի։,4.428
common_voice_hy-AM_39542763.wav,Պերպերյանը զբաղվել է նաև թարգմանությամբ։,4.356
common_voice_hy-AM_39990703.wav,Իրանում խոջաներ էին կոչվում հարուստ վաճառականները։,4.248
common_voice_hy-AM_39547839.wav,Լավեռնայի անվան հիշատակումներ հանդիպում են դեռևս էտրուսկյան դամբարաններում։,5.256
common_voice_hy-AM_39465899.wav,"Զբաղվում են ձկնորսությամբ, անասնապահությամբ։",4.176
common_voice_hy-AM_39463610.wav,Զորացրվելուց հետո ավարտել է տեխնիկումը։,3.996
common_voice_hy-AM_39490824.wav,«Երաժիշտներ» քանդակն աչքի է ընկնում պլաստիկ լուծումներով։,4.176
common_voice_hy-AM_39543007.wav,Նա ընտանիքի չորս քույրերից երրորդն է։,3.6
common_voice_hy-AM_39522681.wav,"Եկեղեցին կառուցվել է կրաքարից, որը տեղական ավանդական շինանյութ է։",5.4
common_voice_hy-AM_40000597.wav,Տարածված դեկորատիվ խոտաբույս է։,3.168
common_voice_hy-AM_39470997.wav,Փաստորեն այն արդյունաբերական արբանյակ է։,3.06
common_voice_hy-AM_39464869.wav,"Բարձրացել է գյուղատնտեսության կուլտուրաների բերքատվությունը, ավելացել ապրանքային արտադրությունը։",6.048
common_voice_hy-AM_39991470.wav,"- Գիտե՞ս ինչ կա, Եվա ջան,- ասաց նա, արագորեն մի աթոռ առնելով ու նստելով նրա մոտ:",6.408
common_voice_hy-AM_40009075.wav,Մի՞թե կարելի էր մի այդպիսի սոսկալի հեռագիր ուղարկել որդուն…,4.716
common_voice_hy-AM_39472404.wav,Ուստի քերականությունը լեզվի օգտագործումը ընդգծող ճանաչողական ինֆորմացիա է։,4.716
common_voice_hy-AM_39474411.wav,"Գիտակցություն հասկացությունը ներառում է մտածողությունը, ընկալումը, երևակայությունը, ինքնագիտակցումը և այլն։",7.308
common_voice_hy-AM_39377390.wav,"դադարում էր բղավելուց այն ժամանակ միայն, երբ հազը բռնում էր:",4.608
common_voice_hy-AM_40040531.wav,Ենթավարսանդային սկավառակը պոլիմորֆ է։,4.608
common_voice_hy-AM_39548010.wav,Այն ներմուծվում է օրգանիզմ ներերակային կամ ներզարկերակային ներարկման ճանապարհով։,5.94
common_voice_hy-AM_39478254.wav,Կարող են աճել համատեղ մամուռների և խոլորձների հետ։,4.716
common_voice_hy-AM_39493358.wav,Հանդես է գալիս կենտրոնական կիսապաշտպանի դիրքով։,3.708
common_voice_hy-AM_40004209.wav,Բոլոր գերատեսչությունները հրապարակել են իրենց ներքին գնահատման հաշվետվությունները։,6.336
common_voice_hy-AM_39474667.wav,Դատը մեծ տպավորություն գործեց հեղափոխական մտավորականության վրա։,4.608
common_voice_hy-AM_39471715.wav,Ճանապարհորդն անվարան լուծում է հանելուկները և իր հերթին տալիս երեք հարց։,5.436
common_voice_hy-AM_39462788.wav,"Սյուզին մասնակցեց նոր նախագծում, պրոդյուսերական ընկերության հետ։",4.68
common_voice_hy-AM_39471527.wav,"Ամուսնացած է, ունի երկու դուստր և երկու թոռ։",4.428
common_voice_hy-AM_39465689.wav,Պատկանում է հակինթների ցեղին։,3.24
common_voice_hy-AM_39474514.wav,Ստրուվենը մեծ ավանդ ունի նաև գեոդեզիայի զարգացման գործում։,4.968
common_voice_hy-AM_39471743.wav,Բարդությունները կարող են ընդգրկել կալցիումի դեպոզիտների առկայությունը մկաններում կամ մաշկում։,7.956
common_voice_hy-AM_39543124.wav,"Լավ է աճում սննդանյութերով հարուստ, լավ ջրաթափանց և օդաթափանց, կրակավային հողերում։",6.696
common_voice_hy-AM_39464602.wav,Իր տարիներուն տետրակներուն վրայ խծմծած ուրուագիծերը արդէն կը ցուցնեն անոր տաղանդը։,5.4
common_voice_hy-AM_39995213.wav,Լեռը առաջացել է պալեոզոյան դարաշրջանում և կազմված է պերմյան դարաշրջանի ավազաքարից։,7.416
common_voice_hy-AM_40067782.wav,Նրա բանաստեղծությունների հիման վրա գրվել են երգեր։,4.644
common_voice_hy-AM_39470320.wav,Պորուչիկի աստիճանով եղել է վաշտի հրամանատար։,4.248
common_voice_hy-AM_39990465.wav,"Նա սկզբում մերժել է, բայց հետո ստիպված է եղել զիջել։",5.04
common_voice_hy-AM_39478123.wav,Նաև ունեին ցածր արտագաղթի ցուցանիշ։,4.356
common_voice_hy-AM_39445709.wav,"Պսակաթերթերը սպիտակ են, կամ դժգույն վարդագույն։",3.636
common_voice_hy-AM_39508797.wav,"Զարգացած է մերձքաղաքային գյուղատնտեսությունը (բանջարաբուծություն, պտղաբուծություն, կաթնաանասնապահություն, խոզաբուծություն)։",8.928
common_voice_hy-AM_39463522.wav,Լճի թռչուններին կերակրելը հաճելի ժամանց է քաղաքի բնակիչների համար։,5.4
common_voice_hy-AM_39465888.wav,"Ոչ, անմտություն կլիներ հոգսերի վրա նոր հոգսեր ավելացնել:",5.58
common_voice_hy-AM_39470269.wav,Այդ ժամանակ էլ նա ստացել է գրադարանավարի որակավորում։,4.68
common_voice_hy-AM_39478110.wav,Հայտնի է որպես հոգևոր երաժշտական գործիքներ օգտագործող առաջին խմբերից մեկը։,5.688
common_voice_hy-AM_40004237.wav,Ծնվել է գվարդիայի կրտսեր սպայի ընտանիքում։,4.14
common_voice_hy-AM_39377434.wav,Ինտերֆոյսը չինական օգտատերի համար ստեղծվել է բավականին հարմարավետ։,4.428
common_voice_hy-AM_39535376.wav,"Շունն ունի զվարթ բնավորություն, հնարավոր է սովորեցնել կարգապահության։",5.256
common_voice_hy-AM_39274278.wav,"Չկա որևիցե անմիջական ֆիզիկական պատճառ, որը հանգեցնում է կեղծ հղիության։",8.388
common_voice_hy-AM_39445476.wav,Տաքարյուն կենդանիներ են թռչունները և կաթնասունները։,4.068
common_voice_hy-AM_39315611.wav,"- Ի՞նչ լավ է, որ եկել ես.",3.276
common_voice_hy-AM_39991515.wav,Իր ելույթում օգտագործվում էր ֆիլմերի երաժշտություն։,4.32
common_voice_hy-AM_39463523.wav,Բանասիրություն ուսումնասիրելուց հետո նա սկսել է աշխատել որպես ապահովագրական գործակալ։,6.408
common_voice_hy-AM_39549922.wav,Հարավսլավիայի կոմունիստների միության անդամ է։,4.86
common_voice_hy-AM_39523866.wav,"Շարժիչը էլեկտրական է, սնվում է մարտկոցից։",3.852
common_voice_hy-AM_39990398.wav,"- Եվ իզուր ես կարծում, թե խոսքերդ ակնարկություն եմ ընդունում իմ այն չարաբաստիկ նամակի համար:",6.948
common_voice_hy-AM_39445756.wav,Վրխլիցկին չեխական պոեզիայի մեջ բերել է բանաստեղծական նոր ձևեր ու չափեր։,4.788
common_voice_hy-AM_39989327.wav,Օգնևսկի գյուղական համայնքի վարչական կենտրոնն է։,4.644
common_voice_hy-AM_39486941.wav,Կառավարությունը բաղկացած էր տասնութ նախարարություններից և ութ առընթեր մարմիններից։,7.416
common_voice_hy-AM_39988499.wav,"Հայ արվեստի շուրջ բազմաթիվ ելույթներ է ունեցել մամուլով, հեռուստատեսությամբ և ռադիոյով։",6.804
common_voice_hy-AM_39452259.wav,Երկար ժամանակ եղել է օլիմպիական և մյուս խաղերի միակ մարզաձևը։,5.436
common_voice_hy-AM_39538255.wav,"Սնվում է ջրային բույսերով, անողնաշարավորներով, մանր ձկներով, երկկենցաղներով։",6.48
common_voice_hy-AM_39474383.wav,Պատանեկության տարիներին լուսանկարել է բնությունը։,3.528
common_voice_hy-AM_39514488.wav,"Խոսում է ֆրանսերեն, անգլերեն և գերմաներեն։",3.96
common_voice_hy-AM_39995121.wav,Նա այստեղ անց է կացրել մի քանի եկեղեցական հավաքներ։,4.86
common_voice_hy-AM_39462782.wav,Ավելի ուշ աշխատանքի է ընդունվել նավագնացական ընկերությունում։,4.5
common_voice_hy-AM_39273612.wav,Անատոլիայում առաջինն է կիրառել ռենտգենյան սարքը։,5.76
common_voice_hy-AM_39993609.wav,"Ծաղկաբույլը հասկանման է, ծաղիկները՝ սպիտակ, դեղնավուն կամ վարդագույն։",5.904
common_voice_hy-AM_39471717.wav,Բնորոշ խախտումներից է անխոսությունը։,4.536
common_voice_hy-AM_40009106.wav,Վարուժանէն վերը տրուած օրինակը եւս յանգերու նոյն կարգը ունի։,5.724
common_voice_hy-AM_26927105.wav,Նա ոգեշնչվում է օդանավից բացվող տեսարաններով։,6.12
common_voice_hy-AM_39647132.wav,"Բայց որպեսզի կարողանանք դա անել, ուղղակի պարտավոր ենք փոխել մեր վերաբերմունքը մեր պարտականությունների նկատմամբ:",8.928
common_voice_hy-AM_39517125.wav,"Դրանք, սովորաբար, գալակտիկաների կույտերի կենտրոնական, պայծառ անդամներ են։",5.256
common_voice_hy-AM_39498412.wav,"Դուք ինձ ճշմարտությունն ասացեք, և ես չափազանց շնորհակալ կլինեմ ձեզնից:",5.688
common_voice_hy-AM_39469906.wav,"Ներիմայում շատ զբոսայգիներից բացի, կան նաև ջերմոցներ, որտեղ բանջարեղեն են աճեցնում։",7.416
common_voice_hy-AM_40009308.wav,Խմեյմիմ օդանավակայանում բազավորված են։,4.392
common_voice_hy-AM_39523153.wav,Ըստ կանոնի արուները շատ գեղեցիկ են։,3.42
common_voice_hy-AM_40040595.wav,«Արվեստի տեսության և պատմության արդիական խնդիրները» միջազգային գիտաժողովնի կուրատոր է։,6.912
common_voice_hy-AM_39998577.wav,Երկաստիճան կառուցվածքը պայմանավորված է երթային շարժիչի ցածր արագությունների դեպքում աշխատելու անհնարինությամբ։,8.208
common_voice_hy-AM_39474931.wav,"- Կարո՞ղ եմ նրան սպասել,- հարցրեց նա:",3.996
common_voice_hy-AM_39434043.wav,Կինոնկարներում մեծ մասամբ կերտել է բացասական կերպարներ։,5.112
common_voice_hy-AM_39273715.wav,"Նա այժմ հոգեբանության, մարդաբանության և սոցիոլոգիայի ոլորտներում աստիճան ստանալու թեկնածու է։",9.18
common_voice_hy-AM_27090463.wav,Հոգևոր և աշխարհիկ նորմերը համախմբվում էին հատուկ ժողովածուներում՝ նոմոկանոններում։,8.64
common_voice_hy-AM_39989475.wav,"Սոուսների հյուրասիրման համար գոյություն ունեն հատուկ անոթներ, որոնք կոչվում են սոուսամաններ։",7.344
common_voice_hy-AM_39470541.wav,Գորկու հուշարձանը վեր է խոյանում հրապարակում։,4.68
common_voice_hy-AM_39459836.wav,Ամենամեծ եկամուտի աղբիւրներն են գինիի եւ իւղի առեւտուրը։,3.708
common_voice_hy-AM_39471001.wav,"Տերևներն ամբողջական են, ծաղկաբույլերը ծոցային կամ գագաթնային են։",5.22
common_voice_hy-AM_40074396.wav,Մայրը քանադակագործուհի էր։,3.24
common_voice_hy-AM_39549355.wav,Եղել է տնտեսագիտության թեկնածու։,3.96
common_voice_hy-AM_39462200.wav,Միգուլինսկի գյուղական համայնքի վարչական կենտրոնն է։,5.076
common_voice_hy-AM_39497946.wav,Հանդիսանում է ձկնաարդյունաբերության խոշոր կենտրոն։,3.636
common_voice_hy-AM_39476359.wav,"Հաջորդ տարի, համաձայն ընդունված օրենսդրության ակտի, ստեղծվեց համալսարանի խնամակալների խորհուրդ։",7.056
common_voice_hy-AM_27493551.wav,"Բլոկներն իրար են միացվում ձախից աջ, բառերի նման։",6.012
common_voice_hy-AM_39990406.wav,Նա թռչում էր այգով։,2.7
common_voice_hy-AM_39477595.wav,"Սրանցով առավել հարուստ են վարդազգիների, հնդկացորենազգիների, լոբազգիների ընտանիքներին պատկանըղ բույսերը։",9.0
common_voice_hy-AM_39547930.wav,Փակելուց առաջ մածուկի վրա կարելի է բարակ շերտով տաք ձեթ լցնել։,4.968
common_voice_hy-AM_39986799.wav,Ի սկզբանե համարվում էր Եվրախորհրդի դրոշը։,4.248
common_voice_hy-AM_39465563.wav,Պատերազմի տարիներին քանիցս ենթարկվել է ավերածության։,4.5
common_voice_hy-AM_27101647.wav,Քայքայվում է ցածր ջերմաստիճանում։,3.816
common_voice_hy-AM_39517143.wav,Կինոյի հետ միաժամանակ հայտնվելով ՝ մանրապատումների թատրոնները ձեռք բերեցին հսկայական ժողովրդականություն։,7.56
common_voice_hy-AM_39278556.wav,Սնդիկը որոշում է ցատկել շենքի տանիքից և լուրջ վնասվում է։,6.84
common_voice_hy-AM_39472995.wav,"Հայերը, որպես քրիստոնյա ժողովուրդ, ենթարկվել են կրկնակի շահագործման։",5.58
common_voice_hy-AM_27090039.wav,"Պարզ չէ, արդյոք այս տեղեկատվությունը կիսվել է այլ հետախուզական կազմակերպությունների հետ։",9.108
common_voice_hy-AM_40000891.wav,"Տարբերում են երեք տեսակի հնչյունափոխություն՝ փոխազդեցական, դիրքային և ընդհանուր պատմական։",7.236
common_voice_hy-AM_39470223.wav,Նրա կառավարման վաղ շրջանն աչքի ընկավ իր հավանական թշնամիների անողոք մահապատիժներով։,6.696
common_voice_hy-AM_39478248.wav,Ավստրալիայում ժողովրդականություն է վայելում կակաոյով խմորով և շոկոլադե կտորներով պատրաստված տարբերակը։,7.488
common_voice_hy-AM_39991749.wav,Թերթերում հրապարակվում է կղզու երկարության կոորդինատը։,4.68
common_voice_hy-AM_39452911.wav,"Այնուամենայնիվ, շենքը կառուցվում է հաստատված նախագծով։",4.356
common_voice_hy-AM_39465208.wav,Ունի նկարաշարեր նվիրված տարբեր երկրներ կատարած ուղևորություններին։,4.86
common_voice_hy-AM_26520746.wav,Լ. Օրբելու աշխատանքները համաշխարհային ճանաչում ունեն։,5.004
common_voice_hy-AM_39496799.wav,Ֆիլմը մի շարք մրցանակների և քննադատների կողմից լավ ընդունելության է արժանացել։,5.436
common_voice_hy-AM_39989546.wav,Բրայանը հայտնի է նաև իր նկարչական տաղանդով։,4.284
common_voice_hy-AM_39543293.wav,Գործում է ծովային միջատլանտյան հաղորդակցության հանգույցը։,5.076
common_voice_hy-AM_39463393.wav,Ամիսք արարացւոց և այլոց։,3.528
common_voice_hy-AM_39989204.wav,"Ամառը համեմատաբար տաք է, բայց կարճատև։",4.608
common_voice_hy-AM_39474681.wav,Կան նաև պրովոկացիաներ։,2.808
common_voice_hy-AM_39436478.wav,"Պետք չի ամաչել, աշխարհում մենակ դու չես, որդիս:",4.356
common_voice_hy-AM_39463005.wav,Միևնույն ժամանակ չի խոչընդոտել իրենց բնակության նախկին վայրերը վերադառնալ ցանկացողներին։,6.336
common_voice_hy-AM_39476286.wav,"Առաջին կովբոյները եղել են աֆրոամերիկացիները, որոնք եղել են ստրուկներ։",5.328
common_voice_hy-AM_26674182.wav,Այդ ժամանակ նա դեր չստացավ։,3.384
common_voice_hy-AM_39509842.wav,Եվ նրան է տալիս կոնն ու գորտը։,2.916
common_voice_hy-AM_39990481.wav,"- Դուք ճիշտ եք ասում, ես վախենում եմ,- շշնջաց Մանեն:",4.644
